file,topiq_score,topiq_face_score
zGQUnALCw_E_segment_4_step1-0-71_step2-0-71_step4_step5_step6_1184x0784_fp,0.30037227272987366,0.3179725706577301
IHlp3NzGxjo_segment_1_step1-10-111_step2-10-101_step4_step5_step6_1440x1440_fp,0.1951066255569458,0.35570889711380005
KsGency62vY_segment_9_step1-114-511_step2-114-397_step4_step5_step6_1760x1184_fp,0.42022544145584106,0.6981937885284424
RBctiKaPV5c_segment_27_step1-0-61_step2-0-61_step4_step5_step6_1104x0832_fp,0.4703201353549957,0.4811284840106964
64BVSBWwubY_segment_12_step1-56-163_step2-56-107_step4_step5_step6_0960x0960_fp,0.17744460701942444,0.5070214867591858
pyZlxQv-SIA_segment_127_step1-0-83_step2-0-83_step4_step5_step6_1488x0624_fp,0.18071168661117554,0.35584700107574463
_jAs-QUF4Jo_segment_58_step1-0-63_step2-0-63_step4_step5_step6_1520x0608_fp,0.31877461075782776,0.34491872787475586
qIPzPioeCtA_segment_7_step1-0-95_step2-0-95_step4_step5_step6_1104x0832_fp,0.26174765825271606,0.39198189973831177
ZZzpXU1Bg5U_segment_8_step1-0-67_step2-0-67_step4_step5_step6_1184x0784_fp,0.3492032587528229,0.31940996646881104
Ba3cLwwyev4_segment_0_step1-0-51_step2-0-51_step4_step5_step6_1072x0864_fp,0.3167605698108673,0.47315463423728943
jFJKSc8pyAw_segment_10_step1-0-197_step2-0-197_step4_step5_step6_1184x0784_fp,0.281597763299942,0.31546011567115784
NKOqm8qwqJ0_segment_12_step1-0-53_step2-0-53_step4_step5_step6_0960x0960_fp,0.35033082962036133,0.6184887290000916
dcwzRTFQX3E_segment_1052_step1-0-75_step2-0-75_step4_step5_step6_1280x0720_fp,0.41890668869018555,0.49346235394477844
bCyQIW7XzFI_segment_2_step1-0-99_step2-0-99_step4_step5_step6_0960x0960_fp,0.282741516828537,0.3929986357688904
YQN-x7s6vz4_segment_11_step1-0-91_step2-0-91_step4_step5_step6_0960x0960_fp,0.3804759383201599,0.4522574841976166
VUplNmhJa6Y_segment_152_step1-0-61_step2-0-61_step4_step5_step6_1104x0832_fp,0.4551876187324524,0.21253494918346405
PP6f-ekOUW8_segment_63_step1-0-73_step2-0-73_step4_step5_step6_1104x0832_fp,0.3597818911075592,0.39306753873825073
haxMPnuFUi4_segment_64_step1-0-171_step2-0-171_step4_step5_step6_1488x0624_fp,0.2419833242893219,0.30179062485694885
z8cXAClmbdE_segment_17_step1-0-53_step2-0-53_step4_step5_step6_1520x0608_fp,0.250612735748291,0.24428892135620117
ImISroaVjSc_segment_10_step1-48-367_step2-48-319_step4_step5_step6_1664x1248_fp,0.2680162489414215,0.4402591586112976
HetzOYLyCF8_segment_14_step1-0-117_step2-0-117_step4_step5_step6_1104x0832_fp,0.21880409121513367,0.4258919358253479
eTQNomgAscc_segment_5_step1-100-511_step2-100-411_step4_step5_step6_1520x0608_fp,0.2533207833766937,0.27051326632499695
_Rnr8o4iXjU_segment_63_step1-0-81_step2-0-81_step4_step5_step6_1072x0864_fp,0.37435874342918396,0.42913976311683655
OExgiEZj6u4_segment_7_step1-8-159_step2-8-151_step4_step5_step6_1280x0720_fp,0.18318361043930054,0.4987073540687561
pxe1r7jily8_segment_138_step1-0-151_step2-0-151_step4_step5_step6_0960x0960_fp,0.28752490878105164,0.5375841856002808
zHSsLf9x_Gw_segment_5_step1-6-121_step2-6-115_step4_step5_step6_1520x0608_fp,0.24359804391860962,0.5471655130386353
ktKK6LlLFOE_segment_53_step1-0-135_step2-0-135_step4_step5_step6_1520x0608_fp,0.21867188811302185,0.4466254711151123
wdGQm4MV_LI_segment_8_step1-0-89_step2-0-89_step4_step5_step6_1104x0832_fp,0.28214678168296814,0.48196089267730713
W_j-150AWfU_segment_26_step1-0-131_step2-0-131_step4_step5_step6_1184x0784_fp,0.2747281789779663,0.21017692983150482
wwEKGOVla64_segment_4_step1-0-177_step2-0-177_step4_step5_step6_1184x0784_fp,0.41827520728111267,0.47922512888908386
_iw28CjQ0jw_segment_4_step1-0-91_step2-0-91_step4_step5_step6_1488x0624_fp,0.326315313577652,0.5129396319389343
DAN8oNdAQbA_segment_2_step1-0-61_step2-0-61_step4_step5_step6_0960x0960_fp,0.22246068716049194,0.22863177955150604
ldAiRo0PAjQ_segment_0_step1-0-201_step2-0-201_step4_step5_step6_1520x0608_fp,0.38067004084587097,0.2870432734489441
56mKJmdjuqg_segment_10_step1-0-313_step2-0-313_step4_step5_step6_1664x1248_fp,0.4380401074886322,0.5694730281829834
ha6np0kfG7A_segment_60_step1-0-125_step2-0-125_step4_step5_step6_1520x0608_fp,0.31178513169288635,0.43360063433647156
_iTwg4eKQbo_segment_4_step1-0-217_step2-0-217_step4_step5_step6_1488x0624_fp,0.38800865411758423,0.47181469202041626
bCuWsXE8EKs_segment_17_step1-0-109_step2-0-109_step4_step5_step6_1104x0832_fp,0.2532653510570526,0.40621861815452576
cMfBjHJz5Kk_segment_43_step1-0-77_step2-0-77_step4_step5_step6_1104x0832_fp,0.386367529630661,0.5352117419242859
EyR_nzPHtV8_segment_1_step1-0-51_step2-0-50_step4_step5_step6_0960x0960_fp,0.2595325708389282,0.4130050837993622
W_j-150AWfU_segment_23_step1-0-115_step2-0-115_step4_step5_step6_1280x0720_fp,0.3504468500614166,0.31298238039016724
a2nOpmklq4E_segment_21_step1-0-71_step2-0-71_step4_step5_step6_1184x0784_fp,0.32477426528930664,0.6003752946853638
PP6f-ekOUW8_segment_70_step1-0-75_step2-0-75_step4_step5_step6_1280x0720_fp,0.41878148913383484,0.36325883865356445
pSd-3Yc1N3s_segment_3_step1-4-105_step2-4-101_step4_step5_step6_1104x0832_fp,0.24706655740737915,0.4371088147163391
bCwjBUHEenQ_segment_35_step1-0-65_step2-0-65_step4_step5_step6_1520x0608_fp,0.37611058354377747,0.5257503986358643
o_jjlN24UCg_segment_8_step1-218-511_step2-218-293_step4_step5_step6_1280x0720_fp,0.3842335045337677,0.5854092240333557
-5uw1E81B9c_segment_294_step1-0-75_step2-0-75_step4_step5_step6_1920x1088_fp,0.36109843850135803,0.4862183928489685
xyiYF5p4Sjc_segment_0_step1-26-155_step2-26-129_step4_step5_step6_1920x1088_fp,0.39657285809516907,0.5341383218765259
pxe1r7jily8_segment_13_step1-94-247_step2-94-153_step4_step5_step6_1488x0624_fp,0.2376176416873932,0.40904325246810913
4VxQmUF_teg_segment_22_step1-0-67_step2-0-67_step4_step5_step6_1760x1184_fp,0.31924882531166077,0.6281918883323669
V_w-8LyKYvw_segment_8_step1-0-81_step2-0-81_step4_step5_step6_0960x0960_fp,0.25489115715026855,0.274244487285614
zHMBcHz3O1I_segment_6_step1-0-57_step2-0-57_step4_step5_step6_1280x0720_fp,0.3974953591823578,0.42489129304885864
2_gX_RfOTJ8_segment_37_step1-2-53_step2-2-51_step4_step5_step6_1488x0624_fp,0.2195437252521515,0.41454944014549255
RAwsF2H1XR0_segment_8_step1-0-111_step2-0-111_step4_step5_step6_1104x0832_fp,0.3253258764743805,0.32468223571777344
652XQSLjTcE_segment_3_step1-0-115_step2-0-115_step4_step5_step6_1280x0720_fp,0.3978663384914398,0.28694477677345276
RAdmHIIrgHU_segment_15_step1-0-53_step2-0-53_step4_step5_step6_1280x0720_fp,0.3216613829135895,0.3325805068016052
ebZ7qxFiVfs_segment_1_step1-0-67_step2-0-67_step4_step5_step6_0960x0960_fp,0.3067505955696106,0.2701992392539978
gECUFhqoULI_segment_2_step1-0-511_step2-0-511_step4_step5_step6_1280x0720_fp,0.3137565553188324,0.3607150614261627
WSLBXv207Cs_segment_3_step1-0-157_step2-0-157_step4_step5_step6_1520x0608_fp,0.24170467257499695,0.0
ImGD-o17eo8_segment_1_step1-0-83_step2-0-83_step4_step5_step6_1760x1184_fp,0.4186030626296997,0.5996255278587341
zGyAU02Fevg_segment_22_step1-0-91_step2-0-91_step4_step5_step6_1280x0720_fp,0.25095000863075256,0.3852521777153015
o_sNlhIlgqk_segment_2_step1-104-419_step2-104-315_step4_step5_step6_1072x0864_fp,0.2739979028701782,0.33129748702049255
GEssvoEfuWw_segment_80_step1-0-49_step2-0-49_step4_step5_step6_0960x0960_fp,0.2682313024997711,0.4010465741157532
4W1weWGkoIQ_segment_8_step1-0-115_step2-0-115_step4_step5_step6_1440x1440_fp,0.3025249242782593,0.4054281413555145
o_BP1O9z3ME_segment_52_step1-0-69_step2-0-69_step4_step5_step6_0960x0960_fp,0.24449396133422852,0.33657896518707275
64itQrUjDdM_segment_7_step1-86-511_step2-86-425_step4_step5_step6_1072x0864_fp,0.20811855792999268,0.4298537075519562
II10hpVuqF8_segment_8_step1-0-63_step2-0-63_step4_step5_step6_1760x1184_fp,0.4395456910133362,0.47555485367774963
eFDJP8ynt78_segment_11_step1-0-55_step2-0-55_step4_step5_step6_1184x0784_fp,0.41007736325263977,0.5062316060066223
vxngQLjBx-8_segment_4_step1-222-511_step2-222-289_step4_step5_step6_1104x0832_fp,0.3063434362411499,0.5752115249633789
U1l001TvVmc_segment_5_step1-0-65_step2-0-65_step4_step5_step6_1280x0720_fp,0.25376418232917786,0.41831883788108826
sXB4SUz0V9E_segment_9_step1-18-117_step2-18-99_step4_step5_step6_1104x0832_fp,0.2185632586479187,0.49150168895721436
DALuinjglWY_segment_26_step1-0-75_step2-0-75_step4_step5_step6_1184x0784_fp,0.4150645434856415,0.3362233340740204
U1_NfPUscoQ_segment_17_step1-0-65_step2-0-65_step4_step5_step6_1520x0608_fp,0.31225448846817017,0.2367648184299469
vy1DNREc7pw_segment_4_step1-0-69_step2-0-69_step4_step5_step6_1280x0720_fp,0.392196387052536,0.28908172249794006
hbI3u8Chz9w_segment_48_step1-0-279_step2-0-279_step4_step5_step6_1104x0832_fp,0.34878215193748474,0.3378719389438629
YqnHiL4mwjM_segment_0_step1-72-197_step2-72-125_step4_step5_step6_1184x0784_fp,0.34361112117767334,0.3846428394317627
64itQrUjDdM_segment_16_step1-0-141_step2-0-141_step4_step5_step6_1072x0864_fp,0.1800350844860077,0.5413263440132141
Eyl3qBRNJg0_segment_3_step1-0-53_step2-0-53_step4_step5_step6_1488x0624_fp,0.29797470569610596,0.5079800486564636
bC9m_id_Yds_segment_107_step1-0-59_step2-0-59_step4_step5_step6_1520x0608_fp,0.2515442371368408,0.3858232796192169
KXasrqKldVk_segment_14_step1-0-85_step2-0-85_step4_step5_step6_1440x1440_fp,0.37543734908103943,0.5003648996353149
rk4eWLFbRi0_segment_4_step1-0-195_step2-0-195_step4_step5_step6_1520x0608_fp,0.3586084544658661,0.4721907675266266
_CREg4cJ2A4_segment_27_step1-0-59_step2-0-59_step4_step5_step6_1488x0624_fp,0.40804946422576904,0.3345143795013428
_SbmhYD7TFE_segment_2_step1-0-335_step2-0-335_step4_step5_step6_1488x0624_fp,0.46253806352615356,0.45241865515708923
tvqPnoiLSV0_segment_25_step1-0-107_step2-0-107_step4_step5_step6_1488x0624_fp,0.305601567029953,0.0
srY6VTqk2h4_segment_170_step1-0-55_step2-0-55_step4_step5_step6_1520x0608_fp,0.26529401540756226,0.44843584299087524
pSn_a6WJias_segment_15_step1-0-109_step2-0-109_step4_step5_step6_1280x0720_fp,0.3692878484725952,0.309663325548172
2l2H7pnNMjM_segment_35_step1-0-429_step2-0-429_step4_step5_step6_1616x1280_fp,0.24672693014144897,0.5648514628410339
fDkWNgmKCcE_segment_7_step1-0-255_step2-0-154_step4_step5_step6_1488x0624_fp,0.3386234939098358,0.34785664081573486
DADSXXsqNl8_segment_12_step1-0-131_step2-0-131_step4_step5_step6_1488x0624_fp,0.4147016406059265,0.4123850464820862
0ddOgfsXvXM_segment_32_step1-98-299_step2-98-201_step4_step5_step6_1440x1440_fp,0.31345945596694946,0.334773451089859
U1q-sWYL9l8_segment_0_step1-0-67_step2-0-67_step4_step5_step6_1104x0832_fp,0.3195199966430664,0.37418609857559204
-CfbInm7TW4_segment_37_step1-0-151_step2-0-151_step4_step5_step6_1664x1248_fp,0.25827714800834656,0.4036029279232025
OEG-n7TGneU_segment_80_step1-0-129_step2-0-129_step4_step5_step6_1488x0624_fp,0.4011364281177521,0.5617517828941345
_igCbwBIqKc_segment_19_step1-0-73_step2-0-73_step4_step5_step6_1488x0624_fp,0.31257954239845276,0.5622718930244446
-6_g5fwq3jc_segment_6_step1-0-55_step2-0-55_step4_step5_step6_1440x1440_fp,0.32540053129196167,0.367743581533432
Wa4xjwkBODg_segment_1_step1-0-109_step2-0-109_step4_step5_step6_1184x0784_fp,0.40226444602012634,0.6342169046401978
g6GC046qHAY_segment_7_step1-0-65_step2-0-65_step4_step5_step6_1920x1088_fp,0.41136056184768677,0.4332200586795807
VV7zMl9Wo98_segment_5_step1-0-51_step2-0-50_step4_step5_step6_1280x0720_fp,0.33651894330978394,0.0
a2WuXaM6TBo_segment_5_step1-116-389_step2-116-273_step4_step5_step6_1072x0864_fp,0.3581695556640625,0.45314279198646545
HeS4xRTWdbY_segment_1_step1-0-79_step2-0-79_step4_step5_step6_1184x0784_fp,0.44685593247413635,0.29611796140670776
eac8VxGRvwQ_segment_5_step1-0-67_step2-0-67_step4_step5_step6_1520x0608_fp,0.3233025372028351,0.4226018488407135
vydmN9pzDzg_segment_3_step1-2-61_step2-2-59_step4_step5_step6_1072x0864_fp,0.15016919374465942,0.44370266795158386
RAgGhp5-_fw_segment_41_step1-0-145_step2-0-145_step4_step5_step6_1184x0784_fp,0.342865526676178,0.5008286833763123
cWWZTWUbfLk_segment_0_step1-0-97_step2-0-97_step4_step5_step6_1072x0864_fp,0.30695632100105286,0.3830309212207794
Z_6iQMLryUE_segment_6_step1-0-69_step2-0-69_step4_step5_step6_1520x0608_fp,0.33314380049705505,0.30552855134010315
ZZkezW4EQHg_segment_12_step1-0-107_step2-0-107_step4_step5_step6_1184x0784_fp,0.4038962721824646,0.3791979253292084
PPQ_S67zLiw_segment_0_step1-0-349_step2-0-349_step4_step5_step6_1488x0624_fp,0.361714631319046,0.6065441966056824
ddRB9b_aSC8_segment_114_step1-0-59_step2-0-59_step4_step5_step6_1072x0864_fp,0.3094153106212616,0.49529173970222473
cNeQDOMiQPo_segment_17_step1-0-221_step2-0-221_step4_step5_step6_1184x0784_fp,0.4423079192638397,0.40305376052856445
wv_E5UCT15U_segment_22_step1-10-81_step2-10-71_step4_step5_step6_1104x0832_fp,0.28320178389549255,0.5313702821731567
Q5IiREHOkEA_segment_22_step1-30-121_step2-30-91_step4_step5_step6_1520x0608_fp,0.26043811440467834,0.42699721455574036
U1fvhVJDGsM_segment_10_step1-0-99_step2-0-99_step4_step5_step6_1072x0864_fp,0.3356621265411377,0.2580708861351013
OEYwOWjQiz4_segment_15_step1-0-83_step2-0-83_step4_step5_step6_1104x0832_fp,0.3820892572402954,0.5712066292762756
64itQrUjDdM_segment_46_step1-0-97_step2-0-97_step4_step5_step6_1184x0784_fp,0.33335840702056885,0.5246004462242126
AXerxpOK9xk_segment_27_step1-0-57_step2-0-57_step4_step5_step6_1440x1440_fp,0.21062052249908447,0.22310130298137665
-6eVEPFJr5c_segment_192_step1-18-111_step2-18-93_step4_step5_step6_1440x1440_fp,0.3987339437007904,0.6926820874214172
9KSbKd428kE_segment_26_step1-0-257_step2-0-257_step4_step5_step6_1280x0720_fp,0.39601168036460876,0.3882450759410858
2F-TYzPIJ2w_segment_0_step1-150-403_step2-150-253_step4_step5_step6_1440x1440_fp,0.29785290360450745,0.5239438414573669
ZZdxivdCxN4_segment_11_step1-0-59_step2-0-59_step4_step5_step6_1280x0720_fp,0.3254372179508209,0.3930910527706146
8aDd_7yEaf8_segment_0_step1-120-511_step2-120-391_step4_step5_step6_1280x0720_fp,0.38901031017303467,0.5521421432495117
EyaDyJZU75M_segment_23_step1-0-177_step2-0-177_step4_step5_step6_1280x0720_fp,0.3764549493789673,0.34989723563194275
Y6ndZ4XvvKw_segment_3_step1-0-57_step2-0-57_step4_step5_step6_1488x0624_fp,0.3057931363582611,0.5378238558769226
_CbucOb9dyw_segment_5_step1-0-95_step2-0-95_step4_step5_step6_0960x0960_fp,0.28452762961387634,0.39975541830062866
nmT2PqYBKX4_segment_1_step1-0-449_step2-0-449_step4_step5_step6_1072x0864_fp,0.1846817433834076,0.34188756346702576
t40EDtEXyxk_segment_60_step1-6-81_step2-6-75_step4_step5_step6_1184x0784_fp,0.1663389801979065,0.6038698554039001
2_jojL1tsdE_segment_31_step1-0-281_step2-0-281_step4_step5_step6_1072x0864_fp,0.26073071360588074,0.30673664808273315
cWEynzL8LuI_segment_6_step1-0-51_step2-0-51_step4_step5_step6_1488x0624_fp,0.35403963923454285,0.31486183404922485
-5jTjA8oWYM_segment_19_step1-0-97_step2-0-97_step4_step5_step6_1664x1248_fp,0.3705255091190338,0.38344287872314453
KYBok-XGsKM_segment_12_step1-120-467_step2-120-347_step4_step5_step6_1920x1088_fp,0.4923642575740814,0.523675262928009
VUplNmhJa6Y_segment_25_step1-0-105_step2-0-105_step4_step5_step6_1184x0784_fp,0.3945108652114868,0.28197845816612244
zGqcaczr-Ks_segment_6_step1-0-179_step2-0-140_step4_step5_step6_1280x0720_fp,0.38717538118362427,0.4708195626735687
cWvTb-5bjFc_segment_10_step1-0-111_step2-0-111_step4_step5_step6_1488x0624_fp,0.3388443887233734,0.29351577162742615
EndxZWT_f_c_segment_21_step1-0-67_step2-0-67_step4_step5_step6_1280x0720_fp,0.342876136302948,0.38169705867767334
GEZhD3J89ZE_segment_125_step1-0-61_step2-0-61_step4_step5_step6_1488x0624_fp,0.3217696249485016,0.4670354425907135
nmYapN20MiI_segment_17_step1-0-65_step2-0-65_step4_step5_step6_1520x0608_fp,0.3667459487915039,0.280499666929245
Uq_ePJ3taLc_segment_30_step1-0-59_step2-0-59_step4_step5_step6_1280x0720_fp,0.4282348155975342,0.4803226888179779
jFR75mtpNZQ_segment_28_step1-0-109_step2-0-109_step4_step5_step6_1184x0784_fp,0.4036477208137512,0.46622350811958313
Ba3vpY2qc7I_segment_1_step1-0-117_step2-0-117_step4_step5_step6_1488x0624_fp,0.3499179184436798,0.3588659167289734
JKN7Uc5xbK8_segment_5_step1-0-93_step2-0-93_step4_step5_step6_1520x0608_fp,0.2738070487976074,0.3648622930049896
Z_SCXPNc7lQ_segment_30_step1-60-173_step2-60-113_step4_step5_step6_1488x0624_fp,0.37268832325935364,0.6235001087188721
ddRB9b_aSC8_segment_112_step1-0-67_step2-0-67_step4_step5_step6_1520x0608_fp,0.297424852848053,0.505386471748352
qAt0bT8FVYk_segment_6_step1-0-63_step2-0-63_step4_step5_step6_1440x1440_fp,0.31928110122680664,0.41662541031837463
wv_Mh9PrKZE_segment_8_step1-0-411_step2-0-411_step4_step5_step6_1184x0784_fp,0.2989291846752167,0.33040130138397217
dcwzRTFQX3E_segment_22_step1-0-75_step2-0-75_step4_step5_step6_1104x0832_fp,0.3561877906322479,0.6344847679138184
t3xpPQvMKdQ_segment_40_step1-0-93_step2-0-93_step4_step5_step6_1184x0784_fp,0.28092652559280396,0.406462699174881
zHBiM_081Nk_segment_4_step1-0-101_step2-36-101_step4_step5_step6_1072x0864_fp,0.26315683126449585,0.3964084982872009
qIj0OBgyZ0M_segment_24_step1-0-59_step2-0-59_step4_step5_step6_1072x0864_fp,0.3171095848083496,0.43715840578079224
ldGiE9hDwhg_segment_33_step1-0-57_step2-0-57_step4_step5_step6_1184x0784_fp,0.34541094303131104,0.4171554148197174
yecRSBcjzwc_segment_6_step1-0-121_step2-0-121_step4_step5_step6_1072x0864_fp,0.36154863238334656,0.545023500919342
PPI8b13Z6Po_segment_5_step1-0-91_step2-0-91_step4_step5_step6_1104x0832_fp,0.4697706997394562,0.7334502339363098
wdf70PItQnI_segment_7_step1-0-53_step2-0-53_step4_step5_step6_1184x0784_fp,0.3272114396095276,0.2672306299209595
qIU151UPOSY_segment_6_step1-0-123_step2-0-123_step4_step5_step6_1280x0720_fp,0.34576478600502014,0.32002612948417664
YQhUVwcijbc_segment_1_step1-86-221_step2-86-135_step4_step5_step6_1072x0864_fp,0.3908669054508209,0.5913509726524353
W_WbXxdc3cM_segment_20_step1-66-207_step2-66-141_step4_step5_step6_1184x0784_fp,0.3208056688308716,0.5528155565261841
EqVuGHlDZ-k_segment_39_step1-0-193_step2-0-193_step4_step5_step6_1072x0864_fp,0.2495814561843872,0.43476611375808716
OEQhpDq_WbQ_segment_12_step1-0-83_step2-0-83_step4_step5_step6_0960x0960_fp,0.3495407998561859,0.09451882541179657
-DB9Z1HUxTM_segment_10_step1-0-137_step2-0-137_step4_step5_step6_1664x1248_fp,0.19710320234298706,0.33767837285995483
-CaUzL6QLOk_segment_46_step1-0-69_step2-0-69_step4_step5_step6_1760x1184_fp,0.3325035274028778,0.4961545169353485
U1uPkafClus_segment_29_step1-0-63_step2-0-63_step4_step5_step6_1072x0864_fp,0.29501527547836304,0.3907095491886139
Z_N2YOBGvrI_segment_1_step1-106-315_step2-106-209_step4_step5_step6_1184x0784_fp,0.45720145106315613,0.4276808500289917
z7g9WsAUr3c_segment_4_step1-0-75_step2-0-75_step4_step5_step6_1184x0784_fp,0.34915944933891296,0.41896024346351624
ctptLPtyoPA_segment_2_step1-40-169_step2-40-129_step4_step5_step6_1104x0832_fp,0.3165266811847687,0.3511476516723633
U1vIa_wjC8s_segment_3_step1-0-109_step2-0-109_step4_step5_step6_1488x0624_fp,0.3949489891529083,0.465985506772995
Eq3xvYYRXjY_segment_60_step1-30-203_step2-30-173_step4_step5_step6_1520x0608_fp,0.3239022493362427,0.4466814398765564
NKi71m94GdM_segment_46_step1-0-275_step2-0-275_step4_step5_step6_1184x0784_fp,0.3667409121990204,0.5685061812400818
Z_SCXPNc7lQ_segment_24_step1-0-91_step2-0-91_step4_step5_step6_1280x0720_fp,0.42405077815055847,0.6347360610961914
lwEvw6a1fS8_segment_0_step1-0-185_step2-0-185_step4_step5_step6_1104x0832_fp,0.41559579968452454,0.40852972865104675
QJmrj1U9Ejg_segment_59_step1-36-155_step2-36-119_step4_step5_step6_1072x0864_fp,0.3548257648944855,0.6121729612350464
ddr2aTtKS2Q_segment_3_step1-0-227_step2-0-227_step4_step5_step6_1488x0624_fp,0.34391477704048157,0.40977513790130615
ddRB9b_aSC8_segment_95_step1-0-75_step2-0-75_step4_step5_step6_1488x0624_fp,0.2000630497932434,0.5510212182998657
-CfbInm7TW4_segment_5_step1-0-65_step2-0-65_step4_step5_step6_1616x1280_fp,0.3079945147037506,0.29503995180130005
InIjA4MhkUc_segment_0_step1-72-225_step2-72-153_step4_step5_step6_1760x1184_fp,0.33747169375419617,0.3640612065792084
z8_fSUc7MTw_segment_19_step1-18-209_step2-18-108_step4_step5_step6_1488x0624_fp,0.34369292855262756,0.3332512378692627
cWne64GBPrs_segment_12_step1-0-111_step2-0-111_step4_step5_step6_0960x0960_fp,0.22751593589782715,0.4889148473739624
Hf6cPt3SeNI_segment_8_step1-54-193_step2-54-139_step4_step5_step6_1280x0720_fp,0.43070316314697266,0.6405129432678223
